target_text,predicted_text
"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.","He was thea job as the estate and ando deaa, whoa -year-old n-migrant, -t million.aire."
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.","He was-founded the National American school in the United of New. the University, School. whicha charter 7-12 school school for"
"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.","He2] . in the,, Newe County, New town is located on off of the New. Florida the area knownd by  and"
"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.","He film-author of  with his, a producer, was .J. Whitebank a former-known American television actor.  of the American Washington Chapter League."
"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.","He of HollyArteny wasth), 59) was be the of and ing ly in panics."
"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.","He was wentre in thes Academyover High wherea private schoolboarding school in New, in by his father,."
"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.","He the timeonset of his father, sheettea, he formervout Catholic-, she twos family a member Catholic."
"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.","He was the University of Michigan at Austin, where he earned withi Beta Kappa. a degree ofs degree in English. Studies. 1981. and the one classes a half years to complete his degree. and washe  favorable grades."
He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,He was   at the English and French. to his fact number of people- audiences in the.
"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.","He first children,  grown, are now and. andbornnamely deceased to and (. (Js"" (,., Jamese """
"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.","He the of,he was  to the Unitedn Embassy of Sanacas, where the America, to be thea new prison in the rupt"
"When Bush was six years old, the family moved to Houston, Texas.","He  was elected years old,   moved to New, Texas,"
"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.","He wass in the for his man, raise his war year. but  the ofs in weekends in the University home. where as the "" Housepound."
"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.","He  was elected, he was to thee , and  of the campaignings  body program."
"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.","He  thea college rally in he was a man  named ettea,za,egoway who he later married."
"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.","Heanne Bush, born in New, Michigan, on  father was    refine company."
The book was awarded the 1957 Pulitzer Prize for Biography.,He film was published the Pul Pulitzer Prize for Dramaography.
"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.","He wass father films include the  World War were the  Heart and thetic StarAmerican War,, and the  War II Medaly Medal."
"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.","He the,  was his first book of his auto, History of Heroesmigrants: which followed the first in the warsd Persons Act. the  filmboard create the together."
"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).","He the War II,  was the andaly as avoid the void left the father role, who Kennedy. Kennedy), who."
"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.","He the,  John H Brownt wasreated the post as the officeailing Republican House of become the of New. to Center for  position in but incumbent opponent opponent, a vote margin."
